day eternity:600 replacement_initial_a:0.06 replacement_final_a:0 number_of_contact_events_per_day_a:20 pre_active_state_duration_1:3 pre_active_state_duration_2:0 active_state_duration_1:4 active_state_duration_2:0 transmission_probability_1_a:0.12 transmission_probability_2_a:0 days before configuration switch: 200 number_of_contact_events_per_day_b:4 replacement_initial_b:0.06 replacement_final_b:0 transmission_probability_1_b:0.12 transmission_probability_2_b:0 transformation_period:1;
 day; p_triggered; p_initial; p_active_1; p_triggered_1; p_active_2; p_triggered_2; strain2%; max_triggered; max_triggered_1; max_triggered_2;
68;0.052452;0.119771;0.149971;0.052452;0;0;0;0.15049;0.15049;0;
69;0.0524964;0.120089;0.149746;0.0524964;0;0;0;0.15049;0.15049;0;
70;0.0525474;0.120336;0.149611;0.0525474;0;0;0;0.15049;0.15049;0;
71;0.0526013;0.120515;0.149554;0.0526013;0;0;0;0.15049;0.15049;0;
72;0.052655;0.120629;0.149564;0.052655;0;0;0;0.15049;0.15049;0;
73;0.0527064;0.120685;0.149627;0.0527064;0;0;0;0.15049;0.15049;0;
74;0.0527531;0.12069;0.149732;0.0527531;0;0;0;0.15049;0.15049;0;
75;0.0527935;0.120655;0.149863;0.0527935;0;0;0;0.15049;0.15049;0;
76;0.0528264;0.12059;0.150008;0.0528264;0;0;0;0.15049;0.15049;0;
77;0.0528517;0.120503;0.150158;0.0528517;0;0;0;0.15049;0.15049;0;
78;0.0528698;0.120403;0.150304;0.0528698;0;0;0;0.15049;0.15049;0;
79;0.0528811;0.120298;0.15044;0.0528811;0;0;0;0.15049;0.15049;0;
80;0.0528864;0.120193;0.150561;0.0528864;0;0;0;0.15049;0.15049;0;
81;0.0528864;0.120095;0.150663;0.0528864;0;0;0;0.15049;0.15049;0;
82;0.0528822;0.120007;0.150745;0.0528822;0;0;0;0.15049;0.15049;0;
83;0.0528748;0.119932;0.150806;0.0528748;0;0;0;0.15049;0.15049;0;
84;0.0528652;0.119871;0.150847;0.0528652;0;0;0;0.15049;0.15049;0;
85;0.0528545;0.119824;0.15087;0.0528545;0;0;0;0.15049;0.15049;0;
86;0.0528433;0.119791;0.150878;0.0528433;0;0;0;0.15049;0.15049;0;
87;0.0528323;0.119772;0.150873;0.0528323;0;0;0;0.15049;0.15049;0;
88;0.052822;0.119763;0.150857;0.052822;0;0;0;0.15049;0.15049;0;
89;0.0528128;0.119765;0.150834;0.0528128;0;0;0;0.15049;0.15049;0;
90;0.052805;0.119774;0.150806;0.052805;0;0;0;0.15049;0.15049;0;
91;0.0527987;0.119789;0.150775;0.0527987;0;0;0;0.15049;0.15049;0;
92;0.052794;0.119807;0.150745;0.052794;0;0;0;0.15049;0.15049;0;
93;0.0527907;0.119828;0.150715;0.0527907;0;0;0;0.15049;0.15049;0;
94;0.0527887;0.11985;0.150688;0.0527887;0;0;0;0.15049;0.15049;0;
95;0.052788;0.119871;0.150664;0.052788;0;0;0;0.15049;0.15049;0;
96;0.0527883;0.11989;0.150645;0.0527883;0;0;0;0.15049;0.15049;0;
97;0.0527894;0.119908;0.150629;0.0527894;0;0;0;0.15049;0.15049;0;
98;0.052791;0.119922;0.150618;0.052791;0;0;0;0.15049;0.15049;0;
99;0.052793;0.119934;0.15061;0.052793;0;0;0;0.15049;0.15049;0;
100;0.0527953;0.119942;0.150607;0.0527953;0;0;0;0.15049;0.15049;0;
101;0.0527976;0.119948;0.150606;0.0527976;0;0;0;0.15049;0.15049;0;
102;0.0527998;0.119952;0.150608;0.0527998;0;0;0;0.15049;0.15049;0;
103;0.0528018;0.119953;0.150611;0.0528018;0;0;0;0.15049;0.15049;0;
104;0.0528036;0.119952;0.150616;0.0528036;0;0;0;0.15049;0.15049;0;
105;0.0528051;0.11995;0.150622;0.0528051;0;0;0;0.15049;0.15049;0;
106;0.0528063;0.119947;0.150629;0.0528063;0;0;0;0.15049;0.15049;0;
107;0.0528072;0.119943;0.150635;0.0528072;0;0;0;0.15049;0.15049;0;
108;0.0528078;0.119938;0.150641;0.0528078;0;0;0;0.15049;0.15049;0;
109;0.0528081;0.119934;0.150646;0.0528081;0;0;0;0.15049;0.15049;0;
110;0.0528082;0.11993;0.150651;0.0528082;0;0;0;0.15049;0.15049;0;
111;0.0528081;0.119926;0.150655;0.0528081;0;0;0;0.15049;0.15049;0;
112;0.0528078;0.119922;0.150657;0.0528078;0;0;0;0.15049;0.15049;0;
113;0.0528075;0.11992;0.15066;0.0528075;0;0;0;0.15049;0.15049;0;
114;0.052807;0.119917;0.150661;0.052807;0;0;0;0.15049;0.15049;0;
115;0.0528066;0.119916;0.150661;0.0528066;0;0;0;0.15049;0.15049;0;
116;0.0528061;0.119915;0.150661;0.0528061;0;0;0;0.15049;0.15049;0;
117;0.0528057;0.119914;0.150661;0.0528057;0;0;0;0.15049;0.15049;0;
118;0.0528053;0.119914;0.15066;0.0528053;0;0;0;0.15049;0.15049;0;
119;0.0528049;0.119914;0.150659;0.0528049;0;0;0;0.15049;0.15049;0;
120;0.0528046;0.119915;0.150658;0.0528046;0;0;0;0.15049;0.15049;0;
121;0.0528044;0.119916;0.150656;0.0528044;0;0;0;0.15049;0.15049;0;
122;0.0528042;0.119916;0.150655;0.0528042;0;0;0;0.15049;0.15049;0;
123;0.0528041;0.119917;0.150654;0.0528041;0;0;0;0.15049;0.15049;0;
124;0.0528041;0.119918;0.150653;0.0528041;0;0;0;0.15049;0.15049;0;
125;0.0528041;0.119919;0.150652;0.0528041;0;0;0;0.15049;0.15049;0;
126;0.0528041;0.11992;0.150651;0.0528041;0;0;0;0.15049;0.15049;0;
127;0.0528042;0.11992;0.150651;0.0528042;0;0;0;0.15049;0.15049;0;
128;0.0528042;0.119921;0.15065;0.0528042;0;0;0;0.15049;0.15049;0;
129;0.0528043;0.119921;0.15065;0.0528043;0;0;0;0.15049;0.15049;0;
130;0.0528044;0.119922;0.15065;0.0528044;0;0;0;0.15049;0.15049;0;
131;0.0528045;0.119922;0.15065;0.0528045;0;0;0;0.15049;0.15049;0;
132;0.0528046;0.119922;0.15065;0.0528046;0;0;0;0.15049;0.15049;0;
133;0.0528047;0.119922;0.15065;0.0528047;0;0;0;0.15049;0.15049;0;
134;0.0528048;0.119922;0.150651;0.0528048;0;0;0;0.15049;0.15049;0;
135;0.0528048;0.119922;0.150651;0.0528048;0;0;0;0.15049;0.15049;0;
136;0.0528049;0.119922;0.150651;0.0528049;0;0;0;0.15049;0.15049;0;
137;0.0528049;0.119921;0.150651;0.0528049;0;0;0;0.15049;0.15049;0;
138;0.0528049;0.119921;0.150652;0.0528049;0;0;0;0.15049;0.15049;0;
139;0.0528049;0.119921;0.150652;0.0528049;0;0;0;0.15049;0.15049;0;
140;0.0528049;0.119921;0.150652;0.0528049;0;0;0;0.15049;0.15049;0;
141;0.0528049;0.119921;0.150652;0.0528049;0;0;0;0.15049;0.15049;0;
142;0.0528049;0.119921;0.150652;0.0528049;0;0;0;0.15049;0.15049;0;
143;0.0528049;0.119921;0.150652;0.0528049;0;0;0;0.15049;0.15049;0;
144;0.0528048;0.11992;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
145;0.0528048;0.11992;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
146;0.0528048;0.11992;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
147;0.0528048;0.11992;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
148;0.0528048;0.11992;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
149;0.0528048;0.11992;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
150;0.0528048;0.11992;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
151;0.0528047;0.11992;0.150652;0.0528047;0;0;0;0.15049;0.15049;0;
152;0.0528047;0.11992;0.150652;0.0528047;0;0;0;0.15049;0.15049;0;
153;0.0528047;0.11992;0.150652;0.0528047;0;0;0;0.15049;0.15049;0;
154;0.0528047;0.119921;0.150652;0.0528047;0;0;0;0.15049;0.15049;0;
155;0.0528047;0.119921;0.150652;0.0528047;0;0;0;0.15049;0.15049;0;
156;0.0528047;0.119921;0.150652;0.0528047;0;0;0;0.15049;0.15049;0;
157;0.0528047;0.119921;0.150652;0.0528047;0;0;0;0.15049;0.15049;0;
158;0.0528047;0.119921;0.150652;0.0528047;0;0;0;0.15049;0.15049;0;
159;0.0528047;0.119921;0.150652;0.0528047;0;0;0;0.15049;0.15049;0;
160;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
161;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
162;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
163;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
164;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
165;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
166;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
167;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
168;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
169;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
170;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
171;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
172;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
173;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
174;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
175;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
176;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
177;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
178;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
179;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
180;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
181;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
182;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
183;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
184;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
185;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
186;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
187;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
188;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
189;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
190;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
191;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
192;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
193;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
194;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
195;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
196;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
197;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
198;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
199;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
200;0.0528048;0.119921;0.150652;0.0528048;0;0;0;0.15049;0.15049;0;
201;0.0121556;0.16057;0.150652;0.0121556;0;0;0;0.15049;0.15049;0;
202;0.0148447;0.196091;0.150652;0.0148447;0;0;0;0.15049;0.15049;0;
203;0.0171945;0.227131;0.150652;0.0171945;0;0;0;0.15049;0.15049;0;
204;0.0192479;0.254255;0.150652;0.0192479;0;0;0;0.15049;0.15049;0;
205;0.0167049;0.282295;0.118915;0.0167049;0;0;0;0.15049;0.15049;0;
206;0.014008;0.311349;0.0911822;0.014008;0;0;0;0.15049;0.15049;0;
207;0.0111971;0.341471;0.0669477;0.0111971;0;0;0;0.15049;0.15049;0;
208;0.00830143;0.372681;0.0457705;0.00830143;0;0;0;0.15049;0.15049;0;
209;0.00949955;0.400821;0.0486569;0.00949955;0;0;0;0.15049;0.15049;0;
210;0.00989941;0.426872;0.0476254;0.00989941;0;0;0;0.15049;0.15049;0;
211;0.00945323;0.451807;0.0430287;0.00945323;0;0;0;0.15049;0.15049;0;
212;0.00813666;0.476562;0.0351954;0.00813666;0;0;0;0.15049;0.15049;0;
213;0.00735195;0.500616;0.0303177;0.00735195;0;0;0;0.15049;0.15049;0;
214;0.00701663;0.523562;0.0276887;0.00701663;0;0;0;0.15049;0.15049;0;
215;0.00701157;0.545137;0.0265826;0.00701157;0;0;0;0.15049;0.15049;0;
216;0.00718676;0.565242;0.02628;0.00718676;0;0;0;0.15049;0.15049;0;
217;0.00696634;0.584361;0.0246526;0.00696634;0;0;0;0.15049;0.15049;0;
218;0.00658786;0.602712;0.0226173;0.00658786;0;0;0;0.15049;0.15049;0;
219;0.00628347;0.620266;0.0209721;0.00628347;0;0;0;0.15049;0.15049;0;
220;0.00626294;0.636787;0.020365;0.00626294;0;0;0;0.15049;0.15049;0;
221;0.0063312;0.652248;0.0201006;0.0063312;0;0;0;0.15049;0.15049;0;
222;0.00636195;0.666751;0.0197609;0.00636195;0;0;0;0.15049;0.15049;0;
223;0.0063095;0.680437;0.019207;0.0063095;0;0;0;0.15049;0.15049;0;
224;0.00621308;0.693398;0.0185635;0.00621308;0;0;0;0.15049;0.15049;0;
225;0.00617967;0.705614;0.0181463;0.00617967;0;0;0;0.15049;0.15049;0;
226;0.00623196;0.717045;0.0180089;0.00623196;0;0;0;0.15049;0.15049;0;
227;0.00632993;0.727693;0.0180243;0.00632993;0;0;0;0.15049;0.15049;0;
228;0.00639911;0.737632;0.017976;0.00639911;0;0;0;0.15049;0.15049;0;
229;0.00643883;0.746935;0.0178629;0.00643883;0;0;0;0.15049;0.15049;0;
230;0.00648296;0.755636;0.0177787;0.00648296;0;0;0;0.15049;0.15049;0;
231;0.00656329;0.763735;0.017808;0.00656329;0;0;0;0.15049;0.15049;0;
232;0.00668021;0.77123;0.0179483;0.00668021;0;0;0;0.15049;0.15049;0;
233;0.00680933;0.778147;0.0181316;0.00680933;0;0;0;0.15049;0.15049;0;
234;0.00693173;0.784527;0.0183064;0.00693173;0;0;0;0.15049;0.15049;0;
235;0.00704789;0.790407;0.0184738;0.00704789;0;0;0;0.15049;0.15049;0;
236;0.00717578;0.795807;0.0186802;0.00717578;0;0;0;0.15049;0.15049;0;
237;0.00732541;0.800733;0.0189509;0.00732541;0;0;0;0.15049;0.15049;0;
238;0.00749255;0.805197;0.019274;0.00749255;0;0;0;0.15049;0.15049;0;
239;0.00766572;0.809219;0.0196194;0.00766572;0;0;0;0.15049;0.15049;0;
240;0.00783938;0.812827;0.0199726;0.00783938;0;0;0;0.15049;0.15049;0;
241;0.00801714;0.81604;0.0203428;0.00801714;0;0;0;0.15049;0.15049;0;
242;0.00820567;0.818872;0.0207467;0.00820567;0;0;0;0.15049;0.15049;0;
243;0.0084076;0.821332;0.0211907;0.0084076;0;0;0;0.15049;0.15049;0;
244;0.00861928;0.823433;0.0216657;0.00861928;0;0;0;0.15049;0.15049;0;
245;0.00883598;0.825191;0.0221598;0.00883598;0;0;0;0.15049;0.15049;0;
246;0.00905632;0.826623;0.0226696;0.00905632;0;0;0;0.15049;0.15049;0;
247;0.0092826;0.827743;0.0232008;0.0092826;0;0;0;0.15049;0.15049;0;
248;0.00951717;0.828561;0.0237596;0.00951717;0;0;0;0.15049;0.15049;0;
249;0.00975986;0.829088;0.0243458;0.00975986;0;0;0;0.15049;0.15049;0;
250;0.0100084;0.829334;0.0249538;0.0100084;0;0;0;0.15049;0.15049;0;
251;0.0102608;0.829313;0.0255789;0.0102608;0;0;0;0.15049;0.15049;0;
252;0.0105168;0.829038;0.0262207;0.0105168;0;0;0;0.15049;0.15049;0;
253;0.0107772;0.828518;0.0268813;0.0107772;0;0;0;0.15049;0.15049;0;
254;0.0110423;0.827765;0.027562;0.0110423;0;0;0;0.15049;0.15049;0;
255;0.0113114;0.826787;0.0282611;0.0113114;0;0;0;0.15049;0.15049;0;
256;0.0115829;0.825597;0.028975;0.0115829;0;0;0;0.15049;0.15049;0;
257;0.0118559;0.824206;0.0297015;0.0118559;0;0;0;0.15049;0.15049;0;
258;0.01213;0.822623;0.0304398;0.01213;0;0;0;0.15049;0.15049;0;
259;0.0124052;0.820861;0.0311901;0.0124052;0;0;0;0.15049;0.15049;0;
260;0.0126809;0.818928;0.0319513;0.0126809;0;0;0;0.15049;0.15049;0;
261;0.0129563;0.816836;0.0327213;0.0129563;0;0;0;0.15049;0.15049;0;
262;0.0132304;0.814596;0.0334975;0.0132304;0;0;0;0.15049;0.15049;0;
263;0.0135023;0.812218;0.0342779;0.0135023;0;0;0;0.15049;0.15049;0;
264;0.0137715;0.809713;0.0350612;0.0137715;0;0;0;0.15049;0.15049;0;
265;0.0140376;0.807093;0.0358462;0.0140376;0;0;0;0.15049;0.15049;0;
266;0.0142999;0.804367;0.036631;0.0142999;0;0;0;0.15049;0.15049;0;
267;0.0145575;0.801548;0.0374132;0.0145575;0;0;0;0.15049;0.15049;0;
268;0.0148096;0.798645;0.0381906;0.0148096;0;0;0;0.15049;0.15049;0;
269;0.0150557;0.795671;0.0389613;0.0150557;0;0;0;0.15049;0.15049;0;
270;0.0152952;0.792635;0.0397234;0.0152952;0;0;0;0.15049;0.15049;0;
271;0.0155275;0.78955;0.0404751;0.0155275;0;0;0;0.15049;0.15049;0;
272;0.0157521;0.786425;0.0412145;0.0157521;0;0;0;0.15049;0.15049;0;
273;0.0159684;0.783271;0.0419395;0.0159684;0;0;0;0.15049;0.15049;0;
274;0.0161759;0.780099;0.0426481;0.0161759;0;0;0;0.15049;0.15049;0;
275;0.0163742;0.776918;0.0433385;0.0163742;0;0;0;0.15049;0.15049;0;
276;0.0165629;0.77374;0.0440091;0.0165629;0;0;0;0.15049;0.15049;0;
277;0.0167417;0.770574;0.0446584;0.0167417;0;0;0;0.15049;0.15049;0;
278;0.0169105;0.767429;0.0452847;0.0169105;0;0;0;0.15049;0.15049;0;
279;0.0170688;0.764315;0.0458867;0.0170688;0;0;0;0.15049;0.15049;0;
280;0.0172166;0.761239;0.0464629;0.0172166;0;0;0;0.15049;0.15049;0;
281;0.0173538;0.758211;0.0470124;0.0173538;0;0;0;0.15049;0.15049;0;
282;0.0174804;0.755238;0.0475342;0.0174804;0;0;0;0.15049;0.15049;0;
283;0.0175963;0.752327;0.0480274;0.0175963;0;0;0;0.15049;0.15049;0;
284;0.0177017;0.749486;0.0484914;0.0177017;0;0;0;0.15049;0.15049;0;
285;0.0177967;0.74672;0.0489256;0.0177967;0;0;0;0.15049;0.15049;0;
286;0.0178813;0.744036;0.0493298;0.0178813;0;0;0;0.15049;0.15049;0;
287;0.017956;0.741438;0.0497037;0.017956;0;0;0;0.15049;0.15049;0;
288;0.0180209;0.73893;0.0500473;0.0180209;0;0;0;0.15049;0.15049;0;
289;0.0180763;0.736518;0.0503609;0.0180763;0;0;0;0.15049;0.15049;0;
290;0.0181226;0.734205;0.0506446;0.0181226;0;0;0;0.15049;0.15049;0;
291;0.0181601;0.731992;0.0508988;0.0181601;0;0;0;0.15049;0.15049;0;
292;0.0181892;0.729884;0.0511243;0.0181892;0;0;0;0.15049;0.15049;0;
293;0.0182104;0.72788;0.0513216;0.0182104;0;0;0;0.15049;0.15049;0;
294;0.018224;0.725983;0.0514916;0.018224;0;0;0;0.15049;0.15049;0;
295;0.0182306;0.724194;0.0516351;0.0182306;0;0;0;0.15049;0.15049;0;
296;0.0182305;0.722512;0.0517532;0.0182305;0;0;0;0.15049;0.15049;0;
297;0.0182242;0.720937;0.051847;0.0182242;0;0;0;0.15049;0.15049;0;
298;0.0182123;0.719468;0.0519176;0.0182123;0;0;0;0.15049;0.15049;0;
299;0.018195;0.718105;0.0519662;0.018195;0;0;0;0.15049;0.15049;0;
300;0.018173;0.716846;0.0519941;0.018173;0;0;0;0.15049;0.15049;0;
301;0.0181467;0.715688;0.0520025;0.0181467;0;0;0;0.15049;0.15049;0;
302;0.0181164;0.714631;0.0519928;0.0181164;0;0;0;0.15049;0.15049;0;
303;0.0180827;0.71367;0.0519662;0.0180827;0;0;0;0.15049;0.15049;0;
304;0.0180458;0.712804;0.0519241;0.0180458;0;0;0;0.15049;0.15049;0;
305;0.0180064;0.71203;0.0518677;0.0180064;0;0;0;0.15049;0.15049;0;
306;0.0179646;0.711343;0.0517984;0.0179646;0;0;0;0.15049;0.15049;0;
307;0.0179209;0.710742;0.0517174;0.0179209;0;0;0;0.15049;0.15049;0;
308;0.0178756;0.710222;0.0516259;0.0178756;0;0;0;0.15049;0.15049;0;
309;0.017829;0.709779;0.0515251;0.017829;0;0;0;0.15049;0.15049;0;
310;0.0177815;0.709411;0.0514162;0.0177815;0;0;0;0.15049;0.15049;0;
